"CoverageClass","MetadataKinds","DefName","Label","ModName","PackageId","BaseCost","BuildingCount","TerrainCount","Terrains","RecipeCount","SurgeryCount","Recipes","NonBuildingThingCount","NonBuildingThings","RequiredAnalyzedCount","RequiredAnalyzed","Techprint","ResearchModCount","ResearchModTypes","PrerequisiteCount","Prerequisites"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_PackagedRations","Packaged rations","Progression: Kitchen","ferny.progressionkitchen","700","0","0","","4","0","DankPyon_CookMealRations;DankPyon_CookMealRationsBulk;DankPyon_CookMealRationsVegan;DankPyon_CookMealRationsVeganBulk","2","DankPyon_MealRations;DankPyon_MealRationsVegetarian","0","","","0","","1","Pemmican"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_SimpleMeals","Simple meals","Progression: Kitchen","ferny.progressionkitchen","200","0","0","","2","0","CookMealSimple;CookMealSimpleBulk","1","MealSimple","0","","","0","","1","VFET_Fire"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_SmokeleafButter","Smokeleaf butter","Progression: Kitchen","ferny.progressionkitchen","80","0","0","","1","0","VCE_SmokeleafButter","1","VCE_SmokeleafButter","0","","","0","","1","VCE_CondimentsResearch"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_SugarMilling","Sugar","Progression: Kitchen","ferny.progressionkitchen","150","0","0","","3","0","DankPyon_CraftSugar;DankPyon_CraftSugarBulk;DankPyon_CraftSugar_Manual","1","DankPyon_Sugar","0","","","0","","1","VFET_Agriculture"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_WakeUpPowder","Wake-up powder","Progression: Kitchen","ferny.progressionkitchen","80","0","0","","1","0","VBE_MakeWakeUpPowder","1","VBE_WakeUpPowder","0","","","0","","1","VCE_CondimentsResearch"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_WasabiPaste","Wasabi paste","Progression: Kitchen","ferny.progressionkitchen","80","0","0","","1","0","VCE_WasabiPaste","1","VCE_WasabiPaste","0","","","0","","1","VCE_CondimentsResearch"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Agrihand","Agrihand","Progression: Robotics","ferny.progressionrobotics2","500","0","0","","1","0","Agrihand","1","Mech_Agrihand","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Aide","Aide","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","IM_Aide","1","IM_Mech_Aide","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_AirwireHeadset","Airwire headset","Progression: Robotics","ferny.progressionrobotics2","300","0","0","","1","0","Make_Apparel_AirwireHeadset","1","Apparel_AirwireHeadset","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Apoptosis","Apoptosis","Progression: Robotics","ferny.progressionrobotics2","5000","0","0","","1","0","AM_ApoptosisRecipe","1","AM_Apoptosis","0","","","0","","1","AM_Cryptoharmonization"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_ArrayHeadset","Array headset","Progression: Robotics","ferny.progressionrobotics2","800","0","0","","1","0","Make_Apparel_ArrayHeadset","1","Apparel_ArrayHeadset","0","","","0","","1","Ferny_AirwireHeadset"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Artilleron","Artilleron","Progression: Robotics","ferny.progressionrobotics2","800","0","0","","1","0","AM_ArtilleronRecipe","1","AM_Mech_Artilleron","0","","","0","","2","Ferny_Bellicor;Ferny_Militor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Aura","Aura","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","AM_AuraRecipe","1","AM_Aura","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_BandwidthPack","Bandwidth pack","Progression: Robotics","ferny.progressionrobotics2","400","0","0","","1","0","Make_Apparel_PackBandwidth","1","Apparel_PackBandwidth","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_BattleDrone","Battle drone","Progression: Robotics","ferny.progressionrobotics2","900","0","0","","1","0","VQE_AssembleBattleDrone","1","VQE_UnfinishedDroneSpawner_BattleDrone","0","","","0","","1","VQE_Dronetech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Bellicor","Bellicor","Progression: Robotics","ferny.progressionrobotics2","800","0","0","","1","0","AM_BellicorRecipe","1","AM_Mech_Bellicor","0","","","0","","1","Ferny_Militor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Berserker","Berserker","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","IM_Berserker","1","IM_Mech_Berserker","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Blitzkrieg","Blitzkrieg","Progression: Robotics","ferny.progressionrobotics2","500","0","0","","1","0","AM_BlitzkriegRecipe","1","AM_Blitzkrieg","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Bombardier","Bombardier","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","IM_Bombardier","1","IM_Mech_Bombardier","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_BroadcasterDrone","Broadcaster drone","Progression: Robotics","ferny.progressionrobotics2","900","0","0","","1","0","VQE_AssembleAutobroadcasterDrone","1","VQE_UnfinishedDroneSpawner_AutobroadcasterDrone","0","","","0","","1","VQE_Dronetech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_CentipedeBlaster","Centipede blaster","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","1","0","CentipedeBlaster","1","Mech_CentipedeBlaster","0","","","0","","2","Ferny_Centipedes;UltraMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Centipedes","Centipedes","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","2","0","CentipedeBurner;CentipedeGunner","2","Mech_CentipedeBurner;Mech_CentipedeGunner","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Cleansweeper","Cleansweeper","Progression: Robotics","ferny.progressionrobotics2","500","0","0","","1","0","Cleansweeper","1","Mech_Cleansweeper","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Constrictor","Constrictor","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","IM_Constrictor","1","IM_Mech_Constrictor","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_ControlPack","Control pack","Progression: Robotics","ferny.progressionrobotics2","400","0","0","","1","0","Make_Apparel_PackControl","1","Apparel_PackControl","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_ControlSublink","Control sublink","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Make_ControlSublink","1","ControlSublink","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_ControlSublinkHigh","Control sublink (high)","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Make_ControlSublinkHigh","1","ControlSublinkHigh","0","","","0","","1","Ferny_ControlSublink"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Culinarius","Culinarius","Progression: Robotics","ferny.progressionrobotics2","500","0","0","","1","0","AM_Mech_MasterChefRecipe","1","AM_Mech_MasterChef","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Cyclops","Cyclops","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Cyclops","1","Mech_Cyclops","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Demolisher","Demolisher","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","AM_DemolisherRecipe","1","AM_Demolisher","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Diabolus","Diabolus","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Diabolus","1","Mech_Diabolus","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Fabricor","Fabricor","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Fabricor","1","Mech_Fabricor","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Fireworm","Fireworm","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","AM_FirewormRecipe","1","AM_Fireworm","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_HaulerDrone","Hauler drone","Progression: Robotics","ferny.progressionrobotics2","900","0","0","","1","0","VQE_AssembleHaulerDrone","1","VQE_UnfinishedDroneSpawner_HaulerDrone","0","","","0","","1","VQE_Dronetech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Infernus","Infernus","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","1","0","AM_InfernusRecipe","1","AM_Infernus","0","","","0","","1","AM_Cryptoharmonization"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Infiltrator","Infiltrator","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","IM_Infiltrator","1","IM_Mech_Infiltrator","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_IntegratorHeadset","Integrator headset","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Make_Apparel_IntegratorHeadset","1","Apparel_IntegratorHeadset","0","","","0","","1","Ferny_ArrayHeadset"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Legionary","Legionary","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","1","0","Legionary","1","Mech_Legionary","0","","","0","","1","UltraMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Lux","Lux","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","AM_LuxRecipe","1","AM_Mech_Lux","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_MechCommanderHelmet","Mechcommander helmet","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Make_Apparel_ArmorHelmetMechCommander","1","Apparel_ArmorHelmetMechCommander","0","","","0","","1","Ferny_ArrayHeadset"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_MechGestationProcessor","Mech gestation processor","Progression: Robotics","ferny.progressionrobotics2","700","0","0","","1","0","Make_MechFormfeeder","1","MechFormfeeder","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_MechMasterHelmet","Mech master helmet","Progression: Robotics","ferny.progressionrobotics2","4000","0","0","","1","0","Make_AM_MechCommanderHelm","1","AM_MechCommanderHelm","0","","","0","","1","Ferny_MechCommanderHelmet"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_MechlordSuit","Mechlord suit","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","4","0","Make_AM_Apparel_ArmorHelmetMechlordHelmet_Prestige;Make_AM_Apparel_MechlordSuit_Prestige;Make_Apparel_ArmorHelmetMechlordHelmet;Make_Apparel_MechlordSuit","4","AM_Apparel_ArmorHelmetMechlordHelmet_Prestige;AM_Apparel_MechlordSuit_Prestige;Apparel_ArmorHelmetMechlordHelmet;Apparel_MechlordSuit","0","","","0","","1","UltraMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Militor","Militor","Progression: Robotics","ferny.progressionrobotics2","500","0","0","","1","0","Militor","1","Mech_Militor","0","","","0","","1","BasicMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_MinerDrone","Miner drone","Progression: Robotics","ferny.progressionrobotics2","900","0","0","","1","0","VQE_AssembleMinerDrone","1","VQE_UnfinishedDroneSpawner_MinerDrone","0","","","0","","1","VQE_Dronetech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Munifex","Munifex","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","AM_MunifexRecipe","1","AM_Mech_Munifex","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Optio","Optio","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","AM_OptioRecipe","1","AM_Mech_Optio","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Paramedic","Paramedic","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Paramedic","1","Mech_Paramedic","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Phalanx","Phalanx","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","AM_PhalanxRecipe","1","AM_Phalanx","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Pikeman","Pikeman","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Pikeman","1","Mech_Pikeman","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Polychoron","Polychoron","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","AM_PolychoronRecipe","1","AM_Mech_Polychoron","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_PristineBiomechs","Modified biomechs","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","3","0","AM_PristineAssemblerRecipe;AM_PristineSlurrypedeRecipe;AM_PristineStriderRecipe","3","AM_Mech_PristineAssembler;AM_Mech_PristineSlurrypede;AM_PristineStrider","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_RemoteRepairer","Remote repairer","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Make_RemoteRepairer","1","RemoteRepairer","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_RemoteShielder","Remote shielder","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Make_RemoteShielder","1","RemoteShielder","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_RepairProbe","Repair probe","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","1","0","Make_RepairProbe","1","RepairProbe","0","","","0","","1","UltraMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Ripper","Ripper","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","IM_Ripper","1","IM_Mech_Ripper","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Scorcher","Scorcher","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Scorcher","1","Mech_Scorcher","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Siegemelter","Siegemelter","Progression: Robotics","ferny.progressionrobotics2","4000","0","0","","1","0","AM_SiegemelterRecipe","1","AM_Siegemelter","0","","","0","","2","AM_QuantumPulseMessaging;AM_UltraHeavyMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Skirmisher","Skirmisher","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","IM_Skirmisher","1","IM_Mech_Skirmisher","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Surrogate","Surrogate","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Surrogate","1","Mech_Surrogate","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_SystemInterlink","System interlink","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","Make_IM_SystemInterlink","1","IM_SystemInterlink","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Templar","Templar","Progression: Robotics","ferny.progressionrobotics2","1500","0","0","","1","0","IM_Templar","1","IM_Mech_Templar","0","","","0","","1","HighMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Tesseron","Tesseron","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","1","0","Tesseron","1","Mech_Tesseron","0","","","0","","1","UltraMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Tunneler","Tunneler","Progression: Robotics","ferny.progressionrobotics2","1000","0","0","","1","0","Tunneler","1","Mech_Tunneler","0","","","0","","1","StandardMechtech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_Turbocleaner","Turbocleaner","Progression: Robotics","ferny.progressionrobotics2","800","0","0","","1","0","AM_Mech_TurboCleanerRecipe","1","AM_Mech_TurboCleaner","0","","","0","","1","Ferny_Cleansweeper"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_TurretDrone","Turret drone","Progression: Robotics","ferny.progressionrobotics2","900","0","0","","1","0","VQE_AssembleTurretDrone","1","VQE_UnfinishedDroneSpawner_TurretDrone","0","","","0","","1","VQE_Dronetech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_VoidlinkPack","Voidlink pack","Progression: Robotics","ferny.progressionrobotics2","4000","0","0","","1","0","Make_AM_VoidlinkPack","1","AM_VoidlinkPack","0","","","0","","1","AM_VoidLinkConnectivity"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Ferny_WarQueen","War queen","Progression: Robotics","ferny.progressionrobotics2","3000","0","0","","1","0","Warqueen","1","Mech_Warqueen","0","","","0","","1","UltraMechtech"
"GenericFallbackOnly","","WarrantNetwork","Warrant network","Progression: Warrants","ferny.progressionwarrants","500","0","0","","0","0","","0","","0","","","0","","1","VFET_Culture"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AC_AdvancedShieldBelt","Advanced shields","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","6000","0","0","","1","0","Make_AC_CuirassierBelt","1","AC_CuirassierBelt","0","","","0","","2","Fabrication;ShieldBelt"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AC_ChrysalisPoweredArmor","Chrysalis armor","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","9000","0","0","","7","0","Make_AC_Apparel_ChrysalisArmor;Make_AC_Apparel_ChrysalisHelmet;Make_AC_Apparel_DragoonArmor;Make_AC_Apparel_DragoonHelmet;Make_AC_Apparel_FusilierArmor;Make_AC_Apparel_FusilierHelmet;Make_AC_Apparel_LancierHelmet","7","AC_Apparel_ChrysalisArmor;AC_Apparel_ChrysalisHelmet;AC_Apparel_DragoonArmor;AC_Apparel_DragoonHelmet;AC_Apparel_FusilierArmor;AC_Apparel_FusilierHelmet;AC_Apparel_LancierHelmet","0","","","0","","1","PoweredArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AC_MentalFortification","Mental fortification","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","4000","0","0","","1","0","Make_AC_MentalFuse","1","AC_MentalFuse","0","","","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe","AC_NeuralEditing","Neural editing","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","5000","0","0","","2","0","AC_EditActiveNeuralStack;AC_EditActiveNeuralStackPawn","0","","0","","","0","","1","AC_NeuralDigitalization"
"GenericFallbackOnly","","AC_PsytrainerProduction","Psytrainer production","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","8000","0","0","","0","0","","0","","0","","","0","","1","AC_NeuralDigitalization"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AC_REMEnchanment","REM-sleep enhancement","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","2000","0","0","","1","0","Make_AC_Dreamcatcher","1","AC_Dreamcatcher","0","","","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AC_RogianArmaments","Rogian armaments","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","6000","0","0","","1","0","Make_AC_RogianArmBlade","1","AC_RogianArmBlade","0","","","0","","1","Fabrication"
"GenericFallbackOnly","","AC_SkilltrainerProduction","Skilltrainer production","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","8000","0","0","","0","0","","0","","0","","","0","","1","AC_NeuralDigitalization"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AC_VocalSynthesis","Vocal synthesis","Altered Carbon 2: ReSleeved","hlx.UltratechAlteredCarbon","2000","0","0","","1","0","Make_AC_VoiceSynthesizer","1","AC_VoiceSynthesizer","0","","","0","","1","Fabrication"
"CustomResearchModOnly","CustomResearchMod","PowerManagement","Power management","Colony Manager Redux","ilyvion.colonymanagerredux","1000","0","0","","0","0","","0","","0","","","1","ColonyManagerRedux.Managers.UnlockPowerTab","1","ManagingSoftware"
"CustomResearchModOnly","CustomResearchMod","FluffyBreakdowns_ComponentLifetimeOne","Hardened components","Fluffy Breakdowns 1.6 (fork with VGrE support)","linnun.fluffybreakdowns","2000","0","0","","0","0","","0","","0","","","1","Fluffy_Breakdowns.ComponentLifetimeOne","1","Electricity"
"CustomResearchModOnly","CustomResearchMod","FluffyBreakdowns_ComponentLifetimeTwo","Nano-infused components","Fluffy Breakdowns 1.6 (fork with VGrE support)","linnun.fluffybreakdowns","3000","0","0","","0","0","","0","","0","","","1","Fluffy_Breakdowns.ComponentLifetimeTwo","2","FluffyBreakdowns_ComponentLifetimeOne;MultiAnalyzer"
"ThematicMetadata","SurgeryRecipe","AnalgesialLobotomy","Analgesial lobotomy","Integrated Implants","lts.I","0","0","0","","1","1","AnalgesialLobotomy","0","","0","","","0","","1","BioferriteShaping"
"ThematicMetadata","OtherRecipe;NonBuildingThing","BlacksightDevice","Blacksight device","Integrated Implants","lts.I","0","0","0","","1","0","Make_BlacksightDevice","1","BlacksightDevice","0","","","0","","1","DisruptorFlares"
"ThematicMetadata","OtherRecipe;NonBuildingThing","DeadlifeCoil","Deadlife coil","Integrated Implants","lts.I","0","0","0","","1","0","Make_DeadlifeCollar","1","DeadlifeCollar","0","","","0","","1","DeadlifeDust"
"ThematicMetadata","OtherRecipe;NonBuildingThing","DefensiveImpaler","Retributive impaler","Integrated Implants","lts.I","0","0","0","","1","0","Make_DefensiveImpaler","1","DefensiveImpaler","0","","","0","","1","BioferriteShaping"
"ThematicMetadata","OtherRecipe;NonBuildingThing","DreadheartRegeneration","Dreadheart regeneration","Integrated Implants","lts.I","0","0","0","","1","0","Make_Dreadheart","1","Dreadheart","0","","","0","","1","DisruptorFlares"
"ThematicMetadata","SurgeryRecipe","DroneLobotomy","Sangfroidian lobotomy","Integrated Implants","lts.I","0","0","0","","1","1","DroneLobotomy","0","","0","","","0","","1","BioferriteShaping"
"ThematicMetadata","SurgeryRecipe","HulkificationSurgery","Hulkification surgery","Integrated Implants","lts.I","0","0","0","","1","1","HulkificationSurgery","0","","0","","","0","","1","BioferriteShaping"
"ThematicMetadata","OtherRecipe;NonBuildingThing","HyperAdrenalineGland","Hyper-adrenaline","Integrated Implants","lts.I","0","0","0","","1","0","Make_HyperAdrenalineGland","1","HyperAdrenalineGland","0","","","0","","1","BioferriteShaping"
"ThematicMetadata","OtherRecipe;NonBuildingThing","HyperalkalaicArchites","Hyperalkalaic archites","Integrated Implants","lts.I","0","0","0","","1","0","Make_DeacidifierMembrane","1","DeacidifierMembrane","0","","","0","","1","BioferriteShaping"
"ThematicMetadata","OtherRecipe;NonBuildingThing","I_BasicHormonalImplants","Hormonal implants","Integrated Implants","lts.I","1200","0","0","","2","0","Make_CryptoWakeImplant;Make_LactoStimulator","2","CryptoWakeImplant;LactoStimulator","0","","","0","","0",""
"ThematicMetadata","OtherRecipe;NonBuildingThing","I_BasicImplants","Mechanical implants","Integrated Implants","lts.I","1200","0","0","","2","0","Make_InternalClimateControlImplant;Make_SkeletalBracing","2","InternalClimateControlImplant;SkeletalBracing","0","","","0","","0",""
"ThematicMetadata","OtherRecipe;NonBuildingThing","I_Biomimicry","Cellular manipulation","Integrated Implants","lts.I","4000","0","0","","2","0","Make_BiochameleonDevice;Make_LTS_CellularAdapter","2","BiochameleonDevice;LTS_CellularAdapter","0","","","0","","0",""
"ThematicMetadata","OtherRecipe;NonBuildingThing","I_BionicTails","Bionic tails","Integrated Implants","lts.I","2000","0","0","","3","0","Make_LTS_BionicTail;Make_LTS_ManipulationTail;Make_LTS_ScorpionTail","3","LTS_BionicTail;LTS_ManipulationTail;LTS_ScorpionTail","0","","","0","","0",""
"ThematicMetadata","OtherRecipe;NonBuildingThing","I_CaptiveControl","Remote activation","Integrated Implants","lts.I","1000","0","0","","3","0","Make_LTS_BrainDetonator;Make_LTS_NeuralStunner;Make_LTS_Voicelock","3","LTS_BrainDetonator;LTS_NeuralStunner;LTS_Voicelock","0","","","0","","1","MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing","I_CranialInsulation","Electromagnetic insulation","Integrated Implants","lts.I","2000","0","0","","1","0","Make_CranialInsulation","1","CranialInsulation","0","","","0","","0",""
"ThematicMetadata","OtherRecipe;NonBuildingThing;Techprint","I_EltexAugmentation","Eltex augmentation","Integrated Implants","lts.I","4000","0","0","","2","0","Make_EltexAdornments;Make_NeuralHeatsink","2","EltexAdornments;NeuralHeatsink","0","","Techprint_I_EltexAugmentation","0","","0",""
"ThematicMetadata","SurgeryRecipe","I_ExtraArms","Extra limbs","Integrated Implants","lts.I","3000","0","0","","30","30","InstallLeftAdvancedExtraDrillArm;InstallLeftExtraAdvancedBionicArm;InstallLeftExtraAdvancedFieldHand;InstallLeftExtraAdvancedPowerArm;InstallLeftExtraArchotechArm;InstallLeftExtraBionicArm;InstallLeftExtraDeadlifeVenomClaw;InstallLeftExtraDrillArm;InstallLeftExtraFieldHand;InstallLeftExtraNerveShredderClaw;InstallLeftExtraPowerArm;InstallLeftExtraPowerClaw;InstallRightAdvancedExtraDrillArm;InstallRightExtraAdvancedBionicArm;InstallRightExtraAdvancedFieldHand;InstallRightExtraAdvancedPowerArm;InstallRightExtraArchotechArm;InstallRightExtraBionicArm;InstallRightExtraDeadlifeVenomClaw;InstallRightExtraDrillArm;InstallRightExtraFieldHand;InstallRightExtraNerveShredderClaw;InstallRightExtraPowerArm;InstallRightExtraPowerClaw;LTS_EPOE_InstallLeftExtraAdvancedBionicHand;LTS_EPOE_InstallLeftExtraAdvancedElbowBlade;LTS_EPOE_InstallLeftExtraAdvancedHandTalon;LTS_EPOE_InstallRightExtraAdvancedBionicHand;LTS_EPOE_InstallRightExtraAdvancedElbowBlade;LTS_EPOE_InstallRightExtraAdvancedHandTalon","0","","0","","","0","","0",""
"ThematicMetadata","SurgeryRecipe","I_ImplantedExplosives","Implanted explosives","Integrated Implants","lts.I","400","0","0","","11","11","LTS_InstallImplantedAntigrainWarhead;LTS_InstallImplantedArmorPiercing;LTS_InstallImplantedCluster;LTS_InstallImplantedDeadlife;LTS_InstallImplantedEMP;LTS_InstallImplantedFirefoam;LTS_InstallImplantedHighExplosive;LTS_InstallImplantedIncendiary;LTS_InstallImplantedShrapnel;LTS_InstallImplantedSmoke;LTS_InstallImplantedToxic","0","","0","","","0","","0",""
